ID,study,OF2,tillage2,irrigation2,cropland.type,rryield,varyield,rrSOC,varSOC,rrN2O,varN2O,rrCH4,varCH4,rrMWD,varMWD
1168,123,No,Conventional,irrigated,upland,-0.20688303,0.039458392,,,,,,,,
1169,123,No,Conventional,irrigated,upland,0,0.024466541,,,,,,,,
1170,123,No,Conventional,irrigated,upland,-0.252453381,0.051065614,,,,,,,,
1171,123,No,Conventional,irrigated,upland,0.07296902,0.076333915,,,,,,,,
1172,123,No,Conventional,irrigated,upland,-0.227135573,0.066676988,,,,,,,,
1173,123,No,Conventional,irrigated,upland,-0.012024193,0.062524126,,,,,,,,
1174,123,No,Conventional,irrigated,upland,0.181657325,0.054644484,,,,,,,,
1175,123,No,Conventional,irrigated,upland,-0.074414486,0.064218219,,,,,,,,
1176,123,No,Conventional,irrigated,upland,-0.21224696,0.070185151,,,,,,,,
1177,123,No,Conventional,irrigated,upland,-0.044814016,0.096721432,,,,,,,,
1178,123,No,Conventional,irrigated,upland,0.102168174,0.071527932,,,,,,,,
1179,124,No,Conservation,rainfed,paddy,,,0.09763847,0.004364336,,,,,,
1180,124,No,Conservation,rainfed,paddy,,,0.05001042,0.004364336,,,,,,
1181,124,No,Conventional,rainfed,paddy,,,0.012270093,0.004364336,,,,,,
1182,124,No,Conventional,rainfed,paddy,,,-0.00619197,0.004364336,,,,,,
1183,124,No,Conventional,rainfed,paddy,,,-0.011428696,0.004364336,,,,,,
1184,124,No,Conventional,rainfed,paddy,,,-0.011428696,0.004364336,,,,,,
1185,125,No,Conventional,irrigated,upland,,,0.159912327,0.001152995,,,,,,
1186,125,No,Conventional,irrigated,upland,,,0.083333609,0.001185825,,,,,,
1187,125,No,Conventional,irrigated,upland,,,-0.075566042,0.001878328,,,,,,
1188,125,No,Conventional,irrigated,upland,,,-0.102478328,0.00105722,,,,,,
1189,125,No,Conventional,irrigated,upland,,,-0.129693296,0.002414399,,,,,,
1190,125,No,Conventional,rainfed,upland,,,0.103467736,0.001992705,,,,,,
1191,125,No,Conventional,rainfed,upland,,,0,0.000838453,,,,,,
1192,125,No,Conventional,rainfed,upland,,,-0.029023822,0.000429518,,,,,,
1193,125,No,Conventional,rainfed,upland,,,0.088284176,0.000499892,,,,,,
1194,125,No,Conventional,rainfed,upland,,,0.132070757,0.000781701,,,,,,
1195,126,No,Conservation,irrigated,upland,,,-0.049325067,0.004103225,,,,,,
1196,126,No,Conservation,irrigated,upland,,,-0.131242189,0.002596043,,,,,,
1197,126,No,Conservation,irrigated,upland,,,-0.077817022,0.002678465,,,,,,
1198,126,No,Conservation,irrigated,upland,,,-0.010752792,0.003840879,,,,,,
1199,126,No,Conservation,irrigated,upland,,,-0.107144637,0.003109581,,,,,,
1200,126,No,Conservation,irrigated,upland,,,-0.060624622,0.004976698,,,,,,
1201,126,No,Conservation,irrigated,upland,,,-0.107144637,0.002335417,,,,,,
1202,126,No,Conservation,irrigated,upland,,,0.134590154,0.007195035,,,,,,
1203,126,No,Conservation,irrigated,upland,,,-0.052185753,0.007447573,,,,,,
1204,126,No,Conservation,irrigated,upland,,,-0.025752496,0.008341901,,,,,,
1205,126,No,Conservation,irrigated,upland,,,0.170957798,0.011812879,,,,,,
1206,126,No,Conservation,irrigated,upland,,,0.041499731,0.006286062,,,,,,
1207,126,No,Conservation,irrigated,upland,,,0.025105921,0.006724091,,,,,,
1208,126,No,Conservation,irrigated,upland,,,0.025105921,0.005483055,,,,,,
1209,126,No,Conservation,irrigated,upland,,,0.144232706,0.034289078,,,,,,
1210,126,No,Conservation,irrigated,upland,,,-0.151323423,0.010179513,,,,,,
1211,126,No,Conservation,irrigated,upland,,,-0.027556279,0.008719248,,,,,,
1212,126,No,Conservation,irrigated,upland,,,-0.004540303,0.010423992,,,,,,
1213,126,No,Conservation,irrigated,upland,,,-0.033394007,0.010221816,,,,,,
1214,126,No,Conservation,irrigated,upland,,,-0.027556279,0.013706502,,,,,,
1215,126,No,Conservation,irrigated,upland,,,0.049706532,0.010823372,,,,,,
1216,126,No,Conservation,irrigated,upland,,,-0.256940931,0.025016838,,,,,,
1217,126,No,Conservation,irrigated,upland,,,-0.400943623,0.025665412,,,,,,
1218,126,No,Conservation,irrigated,upland,,,-0.204931747,0.026172312,,,,,,
1219,126,No,Conservation,irrigated,upland,,,-0.18171751,0.037610252,,,,,,
1220,126,No,Conservation,irrigated,upland,,,-0.055915185,0.041226269,,,,,,
1221,126,No,Conservation,irrigated,upland,,,-0.168519958,0.033519581,,,,,,
1222,126,No,Conservation,irrigated,upland,,,-0.369853036,0.023616496,,,,,,
1223,126,No,Conservation,irrigated,upland,-0.160413464,0.041340835,,,,,,,,
1224,126,No,Conservation,irrigated,upland,-0.327328501,0.045086913,,,,,,,,
1225,126,No,Conservation,irrigated,upland,-0.41660181,0.042756297,,,,,,,,
1226,126,No,Conservation,irrigated,upland,-0.131021748,0.022981858,,,,,,,,
1227,126,No,Conservation,irrigated,upland,-1.006564754,0.104815757,,,,,,,,
1228,126,No,Conservation,irrigated,upland,-0.783777773,0.221793134,,,,,,,,
1229,126,No,Conservation,irrigated,upland,-0.8305016,0.030753341,,,,,,,,
1230,126,No,Conservation,irrigated,upland,-0.046700151,0.004099937,,,,,,,,
1231,126,No,Conservation,irrigated,upland,-0.088689121,0.005536855,,,,,,,,
1232,126,No,Conservation,irrigated,upland,-0.081994967,0.002407527,,,,,,,,
1233,126,No,Conservation,irrigated,upland,0.023134575,0.005287154,,,,,,,,
1234,126,No,Conservation,irrigated,upland,0.004481668,0.006190437,,,,,,,,
1235,126,No,Conservation,irrigated,upland,0.013385195,0.015527597,,,,,,,,
1236,126,No,Conservation,irrigated,upland,0.141302537,0.015044983,,,,,,,,
1237,126,No,Conservation,irrigated,upland,0.004086642,0.002565441,,,,,,,,
1238,126,No,Conservation,irrigated,upland,0.018259789,0.004135363,,,,,,,,
1239,126,No,Conservation,irrigated,upland,0.029057734,0.00234555,,,,,,,,
1240,126,No,Conservation,irrigated,upland,0.07226352,0.00276711,,,,,,,,
1241,126,No,Conservation,irrigated,upland,0.015844329,0.002657644,,,,,,,,
1242,126,No,Conservation,irrigated,upland,-0.02824108,0.002855804,,,,,,,,
1243,126,No,Conservation,irrigated,upland,0.094863352,0.002862917,,,,,,,,
1244,126,No,Conservation,irrigated,upland,-0.095815905,0.009275936,,,,,,,,
1245,126,No,Conservation,irrigated,upland,-0.178212999,0.001117695,,,,,,,,
1246,126,No,Conservation,irrigated,upland,-0.163645475,0.004370216,,,,,,,,
1247,126,No,Conservation,irrigated,upland,-0.128539488,0.031812916,,,,,,,,
1248,126,No,Conservation,irrigated,upland,-0.172617977,0.01341746,,,,,,,,
1249,126,No,Conservation,irrigated,upland,-0.02783043,0.005492504,,,,,,,,
1250,126,No,Conservation,irrigated,upland,-0.229574442,0.007095009,,,,,,,,
1251,126,No,Conservation,irrigated,upland,-0.094943755,0.023195739,,,,,,,,
1252,126,No,Conservation,irrigated,upland,-0.098981834,0.017003153,,,,,,,,
1253,126,No,Conservation,irrigated,upland,0.150854303,0.013205753,,,,,,,,
1254,126,No,Conservation,irrigated,upland,-0.040603868,0.008464895,,,,,,,,
1255,126,No,Conservation,irrigated,upland,0.02123882,0.010994317,,,,,,,,
1256,126,No,Conservation,irrigated,upland,0.035488425,0.014058652,,,,,,,,
1257,126,No,Conservation,irrigated,upland,0.006263068,0.015882982,,,,,,,,
1258,126,No,Conservation,irrigated,upland,0.011436384,0.006328394,,,,,,,,
1259,126,No,Conservation,irrigated,upland,0.090500996,0.008256474,,,,,,,,
1260,126,No,Conservation,irrigated,upland,-0.24529162,0.009189224,,,,,,,,
1261,126,No,Conservation,irrigated,upland,-0.015683922,0.006797871,,,,,,,,
1262,126,No,Conservation,irrigated,upland,-0.135272711,0.0140782,,,,,,,,
1263,126,No,Conservation,irrigated,upland,-0.052077021,0.010598699,,,,,,,,
1264,126,No,Conservation,irrigated,upland,-0.092809925,0.017929105,,,,,,,,
1265,126,No,Conservation,irrigated,upland,-0.561520768,0.272417707,,,,,,,,
1266,126,No,Conservation,irrigated,upland,-0.166611264,0.016480992,,,,,,,,
1267,126,No,Conservation,irrigated,upland,-0.451419771,0.147729765,,,,,,,,
1268,126,No,Conservation,irrigated,upland,-0.676238565,0.017948576,,,,,,,,
1269,126,No,Conservation,irrigated,upland,-0.475622308,0.027128482,,,,,,,,
1270,126,No,Conservation,irrigated,upland,-0.526889815,0.0269958,,,,,,,,
1271,126,No,Conservation,irrigated,upland,-0.452376709,0.062019209,,,,,,,,
1272,127,No,Conventional,rainfed,upland,0.058410762,0.008592715,,,,,,,,
1273,127,No,Conventional,rainfed,upland,0.16907633,0.008592715,,,,,,,,
1274,127,No,Conventional,rainfed,upland,0.194156015,0.008592715,,,,,,,,
1275,127,No,Conventional,rainfed,upland,-0.032365285,0.008592715,,,,,,,,
1276,127,No,Conventional,rainfed,upland,0.025158559,0.008592715,,,,,,,,
1277,127,No,Conventional,rainfed,upland,0.034432196,0.008592715,,,,,,,,
1278,127,No,Conservation,rainfed,upland,0.04489532,0.008592715,,,,,,,,
1279,127,No,Conservation,rainfed,upland,0.083177507,0.008592715,,,,,,,,
1280,127,No,Conservation,rainfed,upland,0.263148886,0.008592715,,,,,,,,
1281,127,No,Conservation,rainfed,upland,0.142790718,0.008592715,,,,,,,,
1282,127,No,Conservation,rainfed,upland,0.088947486,0.008592715,,,,,,,,
1283,127,No,Conservation,rainfed,upland,0.352947074,0.008592715,,,,,,,,
1284,127,No,Conservation,rainfed,upland,0.020202707,0.008592715,,,,,,,,
1285,127,No,Conservation,rainfed,upland,0.10086061,0.008592715,,,,,,,,
1286,127,No,Conservation,rainfed,upland,0.178914399,0.008592715,,,,,,,,
1287,127,No,Conservation,rainfed,upland,0.103849941,0.008592715,,,,,,,,
1288,127,No,Conservation,rainfed,upland,0.103849941,0.008592715,,,,,,,,
1289,127,No,Conservation,rainfed,upland,0.134002979,0.008592715,,,,,,,,
1290,128,No,Conservation,irrigated,upland,,,0.143811702,0.001454779,,,,,,
1291,128,No,Conservation,irrigated,upland,,,0.083728215,0.001454779,,,,,,
1292,128,Yes,Conservation,irrigated,upland,,,-0.023223927,0.001454779,,,,,,
1293,128,Yes,Conservation,irrigated,upland,,,-0.194716082,0.001454779,,,,,,
1294,128,No,Conservation,irrigated,upland,,,0.111488947,0.001454779,,,,,,
1295,128,No,Conservation,irrigated,upland,,,0.010664872,0.001454779,,,,,,
1296,128,Yes,Conservation,irrigated,upland,,,-0.060776609,0.001454779,,,,,,
1297,128,Yes,Conservation,irrigated,upland,,,-0.060776609,0.001454779,,,,,,
1298,95,No,Conservation,rainfed,upland,,,0.053425167,0.003273252,,,,,,
1299,95,No,Conservation,rainfed,upland,,,0.208174936,0.003273252,,,,,,
1300,115,No,Conservation,irrigated,upland,,,0.217972612,0.00373282,,,,,,
1301,115,No,Conservation,irrigated,upland,,,0.211036168,0.004456927,,,,,,
1302,115,No,Conservation,irrigated,upland,,,0.207639365,0.002349142,-0.25489225,0.011818581,,,,
1303,115,No,Conservation,irrigated,upland,,,0.185660458,0.002721831,0.28141246,0.016556214,,,,
1304,115,No,Conservation,irrigated,upland,,,-0.017263067,0.00134213,,,,,,
1305,115,No,Conservation,irrigated,upland,,,-0.042453316,0.001660443,,,,,,
1306,115,No,Conservation,irrigated,upland,,,-0.00972455,0.009431459,-0.02564243,0.034542168,,,,
1307,115,No,Conservation,irrigated,upland,,,0.037979248,0.009475489,0.012578782,0.017911017,,,,
1308,3,No,Conservation,irrigated,upland,-0.070597293,0.011456953,,,,,,,,
1309,3,No,Conservation,irrigated,upland,-0.120905111,0.011456953,,,,,,,,
1310,3,No,Conservation,irrigated,upland,-0.282798845,0.011456953,,,,,,,,
1311,3,No,Conservation,irrigated,upland,-0.104160534,0.011456953,,,,,,,,
1312,3,No,Conservation,irrigated,upland,0.020568393,0.011456953,,,,,,,,
1313,3,No,Conservation,irrigated,upland,-0.025538079,0.011456953,,,,,,,,
1314,3,No,Conservation,irrigated,upland,-0.048540819,0.011456953,,,,,,,,
1315,3,No,Conservation,irrigated,upland,-0.016082688,0.011456953,-0.0719735,0.000870612,,,,,,
1316,3,No,Conservation,irrigated,upland,0.00031903,0.011456953,0.018349139,0.00085425,,,,,,
1317,3,No,Conservation,irrigated,upland,-0.098154041,0.011456953,-0.107420249,0.00119673,,,,,,
1318,3,No,Conservation,irrigated,upland,-0.013007008,0.011456953,-0.032944156,0.001893374,,,,,,
1319,3,No,Conservation,irrigated,upland,0.014728273,0.011456953,-0.144169791,0.001486524,,,,,,
1320,3,No,Conservation,irrigated,upland,-0.051226122,0.011456953,-0.052268428,0.003650843,,,,,,
1321,3,No,Conservation,irrigated,upland,0.052975032,0.011456953,-0.057158414,0.000987868,,,,,,
1322,129,No,Conservation,rainfed,upland,-0.29323386,0.011456953,0.17147154,0.000737401,,,,,,
1323,129,No,Conservation,rainfed,upland,,,0.026550232,0.004364336,,,,,,
1324,129,No,Conservation,rainfed,upland,,,-0.029413885,0.004364336,,,,,,
1325,129,No,Conservation,rainfed,upland,-0.037237436,0.011456953,,,,,,,,
1326,129,No,Conservation,rainfed,upland,-0.055577242,0.011456953,,,,,,,,
1327,129,No,Conservation,rainfed,upland,0.103724858,0.011456953,,,,,,,,
1328,129,No,Conservation,rainfed,upland,0.037898172,0.011456953,,,,,,,,
1329,129,No,Conservation,rainfed,upland,0.033616611,0.011456953,,,,,,,,
1330,129,No,Conservation,rainfed,upland,-0.039443869,0.011456953,,,,,,,,
1331,129,No,Conservation,rainfed,upland,-0.117634679,0.011456953,,,,,,,,
1332,130,No,Conservation,rainfed,upland,,,0.265703166,0.004364336,,,,,,
1333,130,No,Conservation,rainfed,upland,,,0.078471615,0.004364336,,,,,,
1334,130,No,Conservation,rainfed,upland,,,0.09531018,0.004364336,,,,,,
1335,129,No,Conservation,rainfed,upland,,,0.169233922,0.004364336,,,,,,
1336,129,No,Conservation,rainfed,upland,,,0.027212564,0.004364336,,,,,,
1337,129,No,Conservation,rainfed,upland,,,-0.031748698,0.004364336,,,,,,
1338,131,No,Conservation,rainfed,upland,,,0.027398974,0.004364336,,,,,,
1339,131,No,Conservation,rainfed,upland,,,0.03509132,0.004364336,,,,,,
1340,131,No,Conservation,rainfed,upland,,,0.034486176,0.004364336,,,,,,
1341,132,Yes,Conventional,irrigated,upland,0.150282203,0.004076065,,,,,,,,
1342,132,Yes,Conventional,irrigated,upland,0.150282203,0.004076065,,,,,,,,
1343,132,Yes,Conventional,irrigated,upland,0.026668247,0.00597335,,,,,,,,
1344,132,Yes,Conventional,irrigated,upland,-0.055569851,0.010698509,,,,,,,,
1345,132,Yes,Conventional,irrigated,upland,0.102654154,0.004688966,,,,,,,,
1346,132,Yes,Conventional,irrigated,upland,0.09763847,0.002152664,,,,,,,,
1347,132,Yes,Conventional,irrigated,upland,0.143100844,0.003453868,,,,,,,,
1348,132,Yes,Conventional,irrigated,upland,-0.167054085,0.003196751,,,,,,,,
1349,132,Yes,Conventional,irrigated,upland,-0.052643733,0.008059555,,,,,,,,
1350,132,Yes,Conventional,irrigated,upland,0.186585956,0.002575978,,,,,,,,
1351,132,Yes,Conventional,irrigated,upland,0.301105093,0.004429121,,,,,,,,
1352,132,Yes,Conventional,irrigated,upland,0.32090772,0.00504919,,,,,,,,
1353,132,Yes,Conventional,irrigated,upland,-0.352821375,0.004388884,,,,,,,,
1354,132,Yes,Conventional,irrigated,upland,-0.243622083,0.010237444,,,,,,,,
1355,132,Yes,Conventional,irrigated,upland,0.150282203,0.004616898,,,,,,,,
1356,132,Yes,Conventional,irrigated,upland,0.257829109,0.001325579,,,,,,,,
1357,132,Yes,Conventional,irrigated,upland,0.498991166,0.002110035,,,,,,,,
1358,132,Yes,Conventional,irrigated,upland,-1.734601055,0.010412662,,,,,,,,
1359,132,Yes,Conventional,irrigated,upland,-0.961411167,0.018904882,,,,,,,,
1360,132,Yes,Conventional,irrigated,upland,0.480972661,0.002916488,,,,,,,,
1361,133,No,Conservation,rainfed,upland,,,-0.239562824,0.050187119,,,,,,
1362,133,No,Conservation,rainfed,upland,,,-0.26815565,0.049917084,,,,,,
1363,133,No,Conservation,rainfed,upland,,,-0.330137428,0.020475272,,,,,,
1364,133,No,Conservation,rainfed,upland,,,-0.131136182,0.028618277,,,,,,
1365,133,No,Conservation,rainfed,upland,,,-0.004490353,0.007853192,,,,,,
1366,133,No,Conservation,rainfed,upland,,,0.075067573,0.009630027,,,,,,
1367,133,No,Conservation,rainfed,upland,,,-0.015682496,0.017329466,,,,,,
1368,133,No,Conservation,rainfed,upland,,,0.10805398,0.016020666,,,,,,
1369,133,No,Conservation,rainfed,upland,,,-0.198808931,0.014862674,,,,,,
1370,133,No,Conservation,rainfed,upland,,,-0.245938071,0.01192422,,,,,,
1371,133,No,Conservation,rainfed,upland,,,-0.170641589,0.008183556,,,,,,
1372,133,No,Conservation,rainfed,upland,,,-0.117178519,0.008277397,,,,,,
1373,133,No,Conservation,rainfed,upland,,,-0.066805657,0.015934279,,,,,,
1374,133,No,Conservation,rainfed,upland,,,-0.030279857,0.016727726,,,,,,
1375,133,No,Conservation,rainfed,upland,,,-0.037594789,0.008297611,,,,,,
1376,133,No,Conservation,rainfed,upland,,,0.137661923,0.014539872,,,,,,
1377,134,No,Conservation,rainfed,upland,,,-0.115279826,0.003273252,,,,,,
1378,134,No,Conservation,rainfed,upland,,,0,0.003273252,,,,,,
1379,134,No,Conservation,rainfed,upland,,,0,0.003273252,,,,,,
1380,134,No,Conservation,rainfed,upland,,,0.052891002,0.003273252,,,,,,
1381,134,No,Conservation,rainfed,upland,,,0,0.003273252,,,,,,
1382,134,No,Conservation,rainfed,upland,,,0,0.003273252,,,,,,
1383,134,No,Conservation,rainfed,upland,,,0.072438704,0.003273252,,,,,,
1384,134,No,Conservation,rainfed,upland,,,0,0.003273252,,,,,,
1385,134,No,Conservation,rainfed,upland,,,0,0.003273252,,,,,,
1386,134,No,Conservation,rainfed,upland,,,0.039499887,0.003273252,,,,,,
1387,134,No,Conservation,rainfed,upland,,,-0.07251566,0.003273252,,,,,,
1388,134,No,Conservation,rainfed,upland,,,-0.021721823,0.003273252,,,,,,
1389,134,No,Conservation,rainfed,upland,,,0.035128868,0.003273252,,,,,,
1390,134,No,Conservation,rainfed,upland,,,-0.033456224,0.003273252,,,,,,
1391,134,No,Conservation,rainfed,upland,,,-0.056526625,0.003273252,,,,,,
1392,134,No,Conservation,rainfed,upland,,,0.179292169,0.003273252,,,,,,
1393,134,No,Conservation,rainfed,upland,,,0.217326029,0.003273252,,,,,,
1394,134,No,Conservation,rainfed,upland,,,0.22556486,0.003273252,,,,,,
1395,135,No,Conventional,irrigated,upland,0.47302326,0.011456953,0.101275895,0.004364336,,,,,,
1396,135,No,Conventional,irrigated,upland,0.429332589,0.011456953,0.12156423,0.004364336,,,,,,
1397,135,No,Conventional,irrigated,upland,0.301226297,0.011456953,0.046376162,0.004364336,,,,,,
1398,135,No,Conventional,irrigated,upland,0.20797533,0.011456953,0.032244436,0.004364336,,,,,,
1399,135,No,Conventional,irrigated,upland,0.318005802,0.011456953,0.152664148,0.004364336,,,,,,
1400,135,No,Conventional,irrigated,upland,0.33855052,0.011456953,0.075319906,0.004364336,,,,,,
1401,135,No,Conventional,irrigated,upland,0.363667979,0.011456953,0.135926603,0.004364336,,,,,,
1402,135,No,Conventional,irrigated,upland,0.404021065,0.011456953,0.111438337,0.004364336,,,,,,
1403,136,No,Conventional,rainfed,upland,,,0.049071894,0.003273252,,,,,,
1404,136,No,Conventional,rainfed,upland,,,0.117125357,0.003273252,,,,,,
1405,136,No,Conventional,rainfed,upland,,,0.057487091,0.003273252,,,,,,
1406,136,No,Conventional,rainfed,upland,,,0.095847959,0.003273252,,,,,,
1407,136,No,Conventional,rainfed,upland,,,0.113853758,0.003273252,,,,,,
1408,136,No,Conventional,rainfed,upland,,,0.097980408,0.003273252,,,,,,
1409,136,No,Conventional,rainfed,upland,,,0.087256445,0.003273252,,,,,,
1410,136,No,Conventional,rainfed,upland,,,0.057158414,0.003273252,,,,,,
1411,137,No,Conservation,rainfed,upland,-0.09531018,0.008592715,0.087685004,0.003273252,,,,,0.114895749,0.00824107
1412,137,No,Conservation,rainfed,upland,-0.451985124,0.008592715,0.109663911,0.003273252,,,,,0.224340439,0.00824107
1413,137,No,Conventional,rainfed,upland,-0.392042088,0.008592715,0.087685005,0.003273252,,,,,0.114895748,0.00824107
1414,137,No,Conventional,rainfed,upland,-0.720546155,0.008592715,0.109663911,0.003273252,,,,,0.224340438,0.00824107
1415,137,No,Conventional,rainfed,upland,-0.421213465,0.008592715,0.087685005,0.003273252,,,,,0.114895748,0.00824107
1416,137,No,Conventional,rainfed,upland,-0.470003629,0.008592715,0.109663911,0.003273252,,,,,0.224340439,0.00824107
1417,137,No,Conservation,rainfed,upland,,,0.059255696,0.003273252,,,,,0.061414645,0.00824107
1418,137,No,Conservation,rainfed,upland,,,0.107393332,0.003273252,,,,,0.141179615,0.00824107
1419,137,No,Conventional,rainfed,upland,,,0.059255696,0.003273252,,,,,0.061414644,0.00824107
1420,137,No,Conventional,rainfed,upland,,,0.107393332,0.003273252,,,,,0.141179613,0.00824107
1421,137,No,Conventional,rainfed,upland,,,0.059255696,0.003273252,,,,,0.061414645,0.00824107
1422,137,No,Conventional,rainfed,upland,,,0.107393332,0.003273252,,,,,0.141179614,0.00824107
1423,137,No,Conservation,rainfed,upland,,,0.055814779,0.003273252,,,,,-0.035664998,0.00824107
1424,137,No,Conservation,rainfed,upland,,,0.072812356,0.003273252,,,,,-0.011747565,0.00824107
1425,137,No,Conventional,rainfed,upland,,,0.055814779,0.003273252,,,,,-0.035664999,0.00824107
1426,137,No,Conventional,rainfed,upland,,,0.072812356,0.003273252,,,,,-0.011747565,0.00824107
1427,137,No,Conventional,rainfed,upland,,,0.055814779,0.003273252,,,,,-0.035664997,0.00824107
1428,137,No,Conventional,rainfed,upland,,,0.072812356,0.003273252,,,,,-0.011747565,0.00824107
1429,97,No,Conventional,rainfed,upland,0.693147181,0.011456953,-0.003696862,0.004364336,,,,,-0.019724504,0.010988094
1430,97,No,Conventional,rainfed,upland,0.451985124,0.011456953,-0.04143719,0.004364336,,,,,0.093177228,0.010988094
1431,97,No,Conventional,rainfed,upland,0.538996501,0.011456953,-0.003696862,0.004364336,,,,,0.093177228,0.010988094
1432,97,No,Conventional,rainfed,upland,0.25489225,0.011456953,-0.003696862,0.004364336,,,,,-0.019724507,0.010988094
1433,97,No,Conventional,rainfed,upland,0.062520357,0.011456953,-0.04143719,0.004364336,,,,,0.093177221,0.010988094
1434,97,No,Conventional,rainfed,upland,0.062520357,0.011456953,-0.003696862,0.004364336,,,,,0.093177221,0.010988094
1435,97,No,Conventional,rainfed,upland,,,0.003780723,0.004364336,,,,,-0.064538523,0.010988094
1436,97,No,Conventional,rainfed,upland,,,-0.015267472,0.004364336,,,,,0.110814364,0.010988094
1437,97,No,Conventional,rainfed,upland,,,0.015037877,0.004364336,,,,,-0.03578911,0.010988094
1438,97,No,Conventional,rainfed,upland,,,0.003780723,0.004364336,,,,,-0.064538519,0.010988094
1439,97,No,Conventional,rainfed,upland,,,-0.015267472,0.004364336,,,,,0.110814368,0.010988094
1440,97,No,Conventional,rainfed,upland,,,0.015037877,0.004364336,,,,,-0.035789106,0.010988094
1441,97,No,Conventional,rainfed,upland,,,-0.072031128,0.004364336,,,,,-0.038764545,0.010988094
1442,97,No,Conventional,rainfed,upland,,,-0.003868477,0.004364336,,,,,0.048246834,0.010988094
1443,97,No,Conventional,rainfed,upland,,,-0.039375165,0.004364336,,,,,-0.050693115,0.010988094
1444,97,No,Conventional,rainfed,upland,,,-0.072031128,0.004364336,,,,,-0.038764542,0.010988094
1445,97,No,Conventional,rainfed,upland,,,-0.003868477,0.004364336,,,,,0.048246833,0.010988094
1446,97,No,Conventional,rainfed,upland,,,-0.039375165,0.004364336,,,,,-0.050693114,0.010988094
1447,137,No,Conservation,rainfed,paddy,0,0.008592715,,,,,,,,
1448,137,No,Conservation,rainfed,paddy,-0.080042708,0.008592715,,,,,,,,
1449,137,No,Conventional,rainfed,paddy,-0.042559614,0.008592715,,,,,,,,
1450,137,No,Conventional,rainfed,paddy,0.040821995,0.008592715,,,,,,,,
1451,137,No,Conventional,rainfed,paddy,-0.046520016,0.008592715,,,,,,,,
1452,137,No,Conventional,rainfed,paddy,0.127833372,0.008592715,,,,,,,,
1453,138,No,Conservation,rainfed,upland,,,0.036039936,0.003273252,,,,,,
1454,138,No,Conservation,rainfed,upland,,,0.136965855,0.003273252,,,,,,
1455,138,No,Conservation,rainfed,upland,,,0.199001246,0.003273252,,,,,,
1456,138,No,Conservation,rainfed,upland,,,0.206491918,0.003273252,,,,,,
1457,138,No,Conservation,rainfed,upland,,,0.070826053,0.003273252,,,,,,
1458,138,No,Conservation,rainfed,upland,,,0.25029454,0.003273252,,,,,,
1459,138,No,Conservation,rainfed,upland,,,0.278465417,0.003273252,,,,,,
1460,17,Yes,Conservation,irrigated,upland,,,0.05487661,0.003273252,,,,,0.369217317,0.00824107
1461,17,Yes,Conservation,irrigated,upland,,,0.05487661,0.003273252,,,,,0.369217318,0.00824107
1462,17,Yes,Conservation,irrigated,upland,,,0.026248226,0.003273252,,,,,0.113758886,0.00824107
1463,17,Yes,Conservation,irrigated,upland,,,0.026248226,0.003273252,,,,,0.113758885,0.00824107
1464,72,No,Conventional,intermittent,paddy,,,,,0.832909123,0.086129251,,,,
1465,139,No,Conventional,rainfed,upland,-0.41698155,0.008592715,,,,,,,,
1466,139,No,Conventional,rainfed,upland,-0.311090163,0.008592715,,,,,,,,
1467,139,No,Conventional,rainfed,upland,-0.102278849,0.008592715,,,,,,,,
1468,139,No,Conventional,rainfed,upland,-0.365555582,0.008592715,,,,,,,,
1469,139,No,Conventional,rainfed,upland,-0.924387942,0.008592715,,,,,,,,
1470,139,No,Conventional,rainfed,upland,-0.306639986,0.008592715,,,,,,,,
1471,139,No,Conventional,rainfed,upland,-0.10047053,0.008592715,-0.075985907,0.003273252,,,,,,
1472,139,No,Conventional,rainfed,upland,-0.305864392,0.008592715,-0.051959739,0.003273252,,,,,,
1473,139,No,Conventional,rainfed,upland,,,-0.259957524,0.003273252,,,,,,
1474,139,No,Conventional,rainfed,upland,,,0,0.003273252,,,,,,
1475,139,No,Conventional,rainfed,upland,-1.147701899,0.008592715,,,,,,,,
1476,139,No,Conventional,rainfed,upland,-1.131402111,0.008592715,,,,,,,,
1477,139,No,Conservation,rainfed,upland,0.052922401,0.008592715,,,,,,,,
1478,139,No,Conventional,rainfed,upland,0.004728141,0.008592715,,,,,,,,
1479,139,No,Conservation,rainfed,upland,-0.134387191,0.008592715,,,,,,,,
1480,139,No,Conventional,rainfed,upland,-0.019934215,0.008592715,,,,,,,,
1481,139,No,Conservation,rainfed,upland,0.070204259,0.008592715,,,,,,,,
1482,139,No,Conventional,rainfed,upland,-0.010050336,0.008592715,,,,,,,,
1483,139,No,Conservation,rainfed,upland,-0.090384061,0.008592715,,,,,,,,
1484,139,No,Conventional,rainfed,upland,0.040372455,0.008592715,,,,,,,,
1485,139,No,Conservation,rainfed,upland,-0.042559614,0.008592715,,,,,,,,
1486,139,No,Conventional,rainfed,upland,-0.209720531,0.008592715,,,,,,,,
1487,139,No,Conservation,rainfed,upland,-0.191422075,0.008592715,,,,,,,,
1488,139,No,Conventional,rainfed,upland,0.270027137,0.008592715,,,,,,,,
1489,140,No,Conservation,rainfed,upland,-0.206741833,0.002246395,0.273405386,0.004364336,,,,,,
1490,140,No,Conservation,rainfed,upland,-0.173797677,0.005083413,0.225203284,0.004364336,,,,,,
